customer_id;trans_date;tran_amount
CS8747;7-ago-11;28
CS7172;28-feb-12;48
CS7154;16-mar-15;28
CS7361;27-feb-15;21
CS8202;22-oct-11;26
CS8097;3-jul-14;57
CS7538;19-mar-14;55
CS7172;19-oct-13;65
CS8942;8-mar-14;61
CS8570;27-ene-14;65
CS7465;25-dic-11;56
CS7398;26-ene-13;50
CS7178;13-feb-14;75
CS7269;23-abr-13;58
CS8150;12-mar-14;51
CS7945;20-nov-12;22
CS7204;9-jul-13;44
CS8649;23-feb-12;51
CS7583;31-dic-14;11
CS7255;29-mar-13;68
CS8352;17-jul-11;42
CS7684;16-jun-12;47
CS8615;20-mar-14;48
CS7711;9-dic-12;60
CS8552;21-sep-13;60
CS8475;5-feb-12;54
CS8011;24-ene-13;35
CS7932;16-feb-13;66
CS7503;1-nov-14;47
CS7687;12-jun-11;69
CS7380;7-ene-15;52
CS7273;31-dic-11;27
CS8292;11-ago-13;71
CS8333;17-dic-13;37
CS8133;26-jun-14;66
CS8507;17-feb-14;78
CS8578;4-jul-11;26
CS7983;20-feb-13;21
CS8845;4-oct-14;65
CS8231;4-jul-13;72
CS8790;29-jun-11;47
CS8661;10-sep-11;53
CS8680;5-ene-12;60
CS8336;5-ago-13;38
CS8086;14-jun-13;55
CS7774;6-mar-12;39
CS8639;29-dic-14;41
CS8340;4-may-14;77
CS7891;23-jul-13;28
CS8193;25-may-14;60
CS8621;20-may-13;16
CS7403;23-ene-14;79
CS7514;12-sep-14;43
CS7374;29-sep-13;34
CS7654;5-sep-11;34
CS8486;29-dic-14;15
CS7954;30-abr-12;67
CS8873;18-sep-13;68
CS8288;19-sep-12;52
CS8254;31-ago-12;77
CS7262;7-ago-12;39
CS7118;13-oct-14;54
CS8956;5-nov-13;28
CS8292;24-oct-11;45
CS8761;14-nov-13;52
CS7946;15-jun-14;79
CS8031;10-mar-13;46
CS8949;23-ene-13;18
CS8338;5-sep-14;26
CS8368;5-oct-14;22
CS8054;17-jun-12;17
CS8527;8-jul-12;69
CS8949;9-nov-11;26
CS7288;2-jul-12;22
CS7260;22-dic-13;79
CS7921;7-feb-14;43
CS8733;11-mar-13;54
CS7155;10-nov-14;33
CS8487;19-ene-14;72
CS8087;14-oct-11;20
CS7982;16-ago-11;45
CS7351;10-mar-12;47
CS8461;20-oct-13;16
CS7866;2-dic-11;63
CS8453;2-sep-11;35
CS8808;26-mar-14;60
CS8072;9-mar-15;78
CS8938;17-nov-12;44
CS8146;28-ago-11;53
CS8094;26-dic-12;14
CS8451;14-mar-13;72
CS7781;27-jun-13;47
CS7378;21-feb-12;34
CS7171;22-sep-11;16
CS8658;1-oct-13;51
CS8687;23-nov-12;22
CS8534;4-oct-11;18
CS7436;19-may-13;75
CS7910;21-feb-12;60
CS8622;13-feb-12;17
CS8430;16-ene-15;78
CS8055;28-ene-13;10
CS8102;2-jul-14;55
CS7633;23-ago-11;11
CS7181;4-jun-13;79
CS7770;11-ene-12;35
CS8048;29-jun-14;16
CS7624;21-nov-12;40
CS7199;28-jun-11;65
CS7896;6-jul-11;53
CS7263;15-nov-13;79
CS8553;7-jul-11;31
CS8032;29-dic-12;69
CS7301;19-abr-14;32
CS8351;9-feb-13;13
CS7280;30-ene-12;65
CS7210;17-jul-12;28
CS8412;29-may-14;17
CS8407;30-jul-13;22
CS7449;10-ene-14;74
CS7804;15-jun-12;36
CS8557;12-ago-13;75
CS7658;21-jun-14;72
CS7416;24-ago-13;37
CS7796;17-jul-11;46
CS7757;25-oct-12;64
CS7942;7-abr-14;21
CS7287;29-mar-12;51
CS8058;22-dic-13;28
CS8698;16-feb-14;25
CS8063;13-mar-14;11
CS7834;4-nov-13;38
CS7160;18-abr-12;75
CS7859;11-dic-14;77
CS7732;23-jul-12;47
CS8783;22-nov-14;13
CS8731;21-ago-14;68
CS7702;4-feb-14;28
CS7329;23-oct-12;22
CS7298;20-sep-13;27
CS8650;12-feb-13;26
CS8657;3-sep-13;56
CS8896;9-mar-12;37
CS8168;3-abr-12;76
CS7975;5-ene-14;39
CS8626;12-abr-13;79
CS7649;17-sep-11;73
CS7164;20-jul-12;37
CS8468;4-nov-12;73
CS8762;15-jun-14;53
CS7330;25-jul-13;20
CS8021;11-abr-13;18
CS7746;9-oct-12;67
CS8663;6-ene-15;37
CS7560;5-sep-11;24
CS8737;16-feb-15;32
CS8439;17-dic-14;31
CS7867;26-sep-12;33
CS8017;15-ene-12;17
CS8043;19-mar-12;70
CS7975;18-feb-12;15
CS8637;14-oct-11;16
CS8288;16-ene-15;19
CS8680;2-abr-12;53
CS7858;15-nov-12;76
CS7597;9-ene-15;63
CS7840;15-may-12;39
CS7339;3-feb-13;48
CS8945;31-dic-12;25
CS7333;11-ene-12;75
CS7294;19-feb-14;47
CS8064;30-nov-12;22
CS8053;17-ago-14;10
CS7841;31-oct-14;70
CS8533;4-oct-14;61
CS8028;21-may-12;31
CS7416;23-jul-13;79
CS8047;4-nov-13;76
CS7721;15-abr-13;54
CS8418;21-sep-12;23
CS8512;8-mar-13;40
CS7940;7-jul-14;44
CS7350;18-mar-14;36
CS7360;2-feb-15;20
CS7900;20-oct-11;53
CS7149;29-ene-14;32
CS7237;27-dic-13;61
CS8879;4-may-13;66
CS7305;15-ene-14;77
CS7853;11-ene-15;24
CS8367;27-jun-14;24
CS8441;21-jun-11;43
CS7129;12-oct-12;19
CS8366;18-mar-14;29
CS7730;29-jul-12;68
CS8489;11-feb-14;44
CS8350;19-mar-14;53
CS7396;25-ene-14;66
CS7733;28-ene-12;35
CS7299;17-sep-13;62
CS8894;12-mar-14;54
CS7488;7-sep-11;70
CS8896;11-nov-12;32
CS8442;12-feb-15;24
CS7617;11-sep-12;27
CS8655;21-abr-14;27
CS8668;5-ago-13;50
CS7586;20-ago-14;32
CS7591;13-oct-14;66
CS7115;27-jun-13;26
CS7353;11-mar-12;49
CS8999;4-jul-13;26
CS8696;21-jun-14;77
CS7676;13-ene-14;21
CS7921;20-ago-12;41
CS7389;10-ene-13;26
CS7981;13-abr-13;50
CS7682;11-oct-13;36
CS8440;12-oct-11;18
CS8399;1-jul-11;50
CS7642;18-jul-12;64
CS8925;30-nov-12;75
CS7347;18-dic-12;27
CS7339;16-ene-15;56
CS7933;23-mar-14;47
CS8456;22-may-13;44
CS8946;29-sep-13;72
CS7244;23-jun-12;34
CS7255;28-abr-12;15
CS7120;28-jun-13;51
CS8278;8-mar-12;15
CS8644;10-ene-13;17
CS7225;18-nov-12;42
CS8617;29-oct-12;64
CS7931;5-dic-13;49
CS8334;8-mar-13;21
CS7184;16-jul-11;35
CS7433;8-jun-13;66
CS7477;27-sep-12;78
CS7803;14-ene-13;41
CS7740;18-may-14;30
CS7293;27-may-11;18
CS7366;9-feb-15;41
CS8400;25-dic-13;19
CS8100;15-sep-11;56
CS7741;26-may-11;26
CS8704;31-ago-11;35
CS7643;11-feb-13;45
CS7326;27-dic-13;15
CS7346;22-nov-13;77
CS8069;24-feb-14;65
CS8215;12-nov-14;60
CS8999;28-jun-12;30
CS8819;13-abr-12;16
CS8975;9-jun-11;56
CS8869;27-jul-14;53
CS8390;24-may-12;12
CS8215;10-oct-14;45
CS7727;2-jul-14;35
CS8293;1-abr-12;45
CS8133;20-dic-14;19
CS8143;21-oct-14;15
CS8893;20-abr-12;34
CS7426;27-oct-13;54
CS8974;11-ago-11;35
CS8037;27-ene-14;32
CS8867;16-oct-13;78
CS8013;20-mar-14;79
CS8701;4-nov-13;29
CS7447;11-abr-13;58
CS8709;17-mar-13;27
CS8945;12-ene-12;50
CS8369;7-ago-14;69
CS8964;4-jun-12;26
CS8414;16-nov-14;10
CS7794;2-mar-13;29
CS8792;9-jun-11;68
CS8935;25-mar-14;58
CS8332;5-nov-13;66
CS8212;9-feb-13;34
CS7114;14-jul-11;16
CS7844;9-mar-13;62
CS7587;7-feb-15;65
CS8215;2-may-12;39
CS7629;28-mar-12;50
CS8858;26-ago-13;61
CS7270;23-ago-13;71
CS8568;17-mar-13;16
CS7674;20-nov-13;16
CS7451;30-dic-11;48
CS7576;28-sep-12;15
CS8389;11-oct-13;19
CS7211;5-nov-14;12
CS7357;21-sep-11;46
CS7283;13-dic-12;35
CS8447;18-sep-11;71
CS8878;4-ene-15;18
CS8505;24-jun-13;37
CS8066;22-dic-11;48
CS8685;7-nov-11;47
CS8518;15-mar-14;36
CS8507;8-nov-12;15
CS8074;20-mar-12;67
CS7916;15-ene-13;67
CS8917;2-ago-11;22
CS8014;5-dic-13;54
CS7467;19-may-14;25
CS8929;20-mar-13;44
CS7760;25-abr-13;66
CS7595;1-ene-13;20
CS7991;17-may-12;10
CS7158;18-mar-14;16
CS7757;12-dic-11;76
CS8237;25-oct-13;31
CS8510;14-sep-14;39
CS7457;15-dic-14;32
CS8035;4-sep-13;62
CS7133;18-nov-14;49
CS7234;13-ago-11;58
CS7554;23-oct-12;40
CS8744;6-dic-13;66
CS8449;8-jul-14;14
CS7232;7-jun-12;54
CS7888;6-abr-14;10
CS8407;16-sep-11;35
CS8919;30-jul-13;51
CS8260;24-abr-12;79
CS7393;2-oct-14;31
CS8987;23-oct-13;49
CS7420;17-ago-14;75
CS7321;27-jul-14;25
CS8549;14-nov-11;19
CS7873;20-may-13;65
CS7661;21-oct-11;65
CS8037;16-ene-13;42
CS7978;27-mar-12;38
CS8010;9-mar-13;57
CS8050;16-abr-13;30
CS7903;27-oct-11;38
CS7474;21-feb-12;77
CS7744;16-ene-15;75
CS8621;18-sep-14;30
CS7322;16-ago-14;63
CS8887;10-feb-15;75
CS7609;26-ene-13;52
CS8636;27-ago-14;23
CS8674;5-dic-11;43
CS8067;28-sep-11;77
CS8062;8-abr-14;34
CS7229;30-dic-13;20
CS7305;16-may-14;48
CS8482;5-feb-13;62
CS8069;8-ago-14;34
CS8410;27-sep-14;40
CS7918;11-jun-12;23
CS7628;29-may-13;25
CS8273;8-ago-11;40
CS8180;16-ene-14;77
CS7357;13-jul-12;38
CS7318;24-nov-11;59
CS8664;28-abr-12;69
CS8648;22-ene-12;51
CS7960;20-mar-12;60
CS7905;13-ago-13;67
CS7605;12-feb-14;51
CS7621;23-ene-12;46
CS8034;3-jul-13;51
CS8187;9-sep-11;26
CS8604;9-nov-12;30
CS7383;29-nov-12;14
CS7921;11-oct-11;39
CS8270;2-nov-14;10
CS8666;2-nov-12;55
CS7674;24-jul-12;39
CS7175;16-jul-13;30
CS8155;4-jun-13;18
CS8238;29-dic-12;53
CS7398;29-dic-14;13
CS7551;29-jun-14;31
CS8189;5-dic-13;69
CS8184;12-sep-12;56
CS7174;21-feb-15;23
CS8348;17-ago-12;26
CS8566;18-ago-14;24
CS8878;19-may-12;42
CS7850;24-oct-13;16
CS8629;16-sep-12;12
CS7223;3-may-12;42
CS8075;13-dic-13;43
CS7939;19-sep-13;48
CS7530;15-jun-11;50
CS7491;30-abr-12;67
CS8076;1-oct-11;72
CS7236;2-may-12;14
CS8686;30-dic-12;51
CS8582;10-sep-12;73
CS8551;13-dic-13;46
CS7923;18-dic-14;73
CS7260;23-mar-14;63
CS8824;20-may-11;24
CS7297;19-nov-11;42
CS8200;23-oct-13;25
CS7725;18-jul-13;75
CS7791;19-nov-13;36
CS8387;8-may-14;11
CS8883;31-jul-14;22
CS8213;27-abr-14;73
CS8113;9-oct-12;39
CS7326;2-ene-13;37
CS8879;2-jul-11;26
CS8717;14-ene-14;37
CS7739;3-nov-14;37
CS7284;20-mar-13;75
CS8022;15-feb-15;20
CS8407;20-abr-14;74
CS7426;7-nov-11;63
CS8827;26-mar-12;33
CS8310;15-nov-12;20
CS7662;22-feb-15;53
CS8365;29-jun-12;48
CS7361;18-dic-11;59
CS8644;8-jul-14;50
CS8471;11-may-12;75
CS8422;27-oct-12;34
CS8348;10-oct-14;56
CS8620;9-jun-11;38
CS8627;6-ago-14;10
CS7138;3-mar-15;10
CS7925;30-jun-12;33
CS7745;2-feb-13;60
CS8904;22-jul-14;67
CS8900;4-may-14;77
CS7831;8-mar-14;25
CS8986;26-may-12;38
CS8243;25-oct-13;21
CS7134;15-abr-14;46
CS7924;9-oct-11;26
CS7364;24-jul-11;70
CS8994;16-jun-14;20
CS7223;25-jul-13;51
CS7461;19-may-11;30
CS8101;7-dic-13;73
CS8445;25-ene-15;71
CS8528;7-nov-11;47
CS8675;25-mar-14;59
CS8683;7-sep-13;47
CS8716;6-oct-13;78
CS8091;5-may-13;24
CS8698;17-may-13;24
CS7807;11-ene-12;18
CS8847;7-oct-14;49
CS8222;8-abr-13;58
CS8560;20-abr-13;35
CS7352;8-ago-11;37
CS8907;23-jul-11;51
CS8267;18-feb-13;68
CS8357;25-feb-14;38
CS7318;22-nov-11;49
CS7872;6-feb-12;26
CS7900;19-oct-14;23
CS7912;29-jul-11;42
CS7979;11-jul-12;63
CS8132;26-mar-12;15
CS8699;5-may-12;43
CS8976;21-may-11;16
CS7506;14-mar-14;20
CS8477;21-may-13;48
CS8650;27-abr-13;79
CS7914;29-dic-11;73
CS8769;26-ene-13;27
CS8951;9-ago-13;25
CS7827;5-ene-13;20
CS8463;3-jul-11;56
CS8424;16-ene-13;26
CS8901;25-ene-13;41
CS7720;13-dic-13;50
CS8318;15-mar-14;72
CS7997;20-nov-11;57
CS7804;14-jul-13;24
CS8374;5-ene-12;16
CS7270;30-abr-14;43
CS8167;21-sep-12;40
CS7841;4-mar-13;12
CS8410;23-feb-12;30
CS8788;1-feb-14;73
CS7604;11-sep-12;77
CS7197;6-oct-14;58
CS7681;26-abr-12;53
CS8351;28-jun-13;43
CS7568;20-mar-13;27
CS7802;24-jun-13;17
CS8566;9-mar-12;75
CS8274;12-jun-14;78
CS8322;22-jun-14;48
CS8808;12-mar-13;45
CS8448;9-nov-13;61
CS8804;22-mar-12;50
CS8086;20-nov-11;28
CS7528;14-mar-12;11
CS7812;30-dic-13;74
CS7182;22-abr-14;47
CS8585;14-ene-13;32
CS7551;27-jun-11;50
CS8946;11-mar-12;59
CS7730;5-nov-14;77
CS8781;18-ago-11;22
CS8146;30-dic-14;16
CS7195;3-sep-12;79
CS7640;8-jul-14;75
CS8789;7-nov-13;35
CS7566;11-jul-13;11
CS8781;27-jul-12;40
CS8309;27-sep-11;74
CS8018;16-may-12;22
CS8780;23-mar-12;19
CS8921;18-abr-13;75
CS7943;12-dic-14;34
CS8664;15-dic-12;50
CS8361;11-abr-14;69
CS8157;19-jul-12;40
CS7222;19-sep-12;71
CS7120;19-ago-12;52
CS7350;24-mar-14;75
CS8700;20-jul-13;27
CS8871;2-nov-12;54
CS8640;24-nov-13;71
CS8346;5-jun-13;55
CS7342;26-sep-14;53
CS7175;30-may-13;21
CS7673;7-nov-12;65
CS8368;9-mar-15;50
CS8912;22-nov-13;13
CS7331;18-jul-11;73
CS8350;8-ago-13;42
CS8631;17-ene-13;29
CS7667;24-feb-12;18
CS8843;22-jul-11;34
CS7474;27-jun-12;68
CS8229;23-oct-11;40
CS7638;30-ene-12;18
CS7629;18-jun-13;46
CS7574;17-abr-14;34
CS8687;3-sep-14;11
CS8757;20-dic-13;59
CS8306;10-ene-13;54
CS7670;6-jun-11;55
CS8307;27-oct-13;56
CS8459;11-mar-14;63
CS8283;1-mar-15;50
CS7822;15-feb-13;75
CS8177;2-oct-12;61
CS7645;5-may-12;11
CS7969;16-oct-13;27
CS8269;16-mar-14;67
CS7424;21-may-13;58
CS8719;25-jun-11;62
CS8238;1-ago-11;64
CS7226;5-ene-13;14
CS7601;27-dic-14;77
CS7640;2-feb-14;64
CS8780;7-dic-14;54
CS8095;2-may-13;33
CS8984;5-sep-14;56
CS8230;10-jul-11;63
CS7779;10-jun-11;32
CS8644;22-mar-13;62
CS8854;16-dic-12;20
CS7837;8-ene-13;76
CS7653;14-ago-11;51
CS8542;20-ene-12;29
CS8100;17-jun-14;17
CS7248;16-abr-14;25
CS8370;10-oct-11;45
CS7644;6-jul-11;19
CS8116;27-abr-12;59
CS8575;19-may-11;11
CS7569;20-dic-14;77
CS7681;15-jun-11;48
CS8656;11-may-14;78
CS8657;15-ago-13;34
CS8470;3-dic-13;33
CS7129;1-feb-13;46
CS7633;9-mar-13;77
CS7388;17-dic-12;19
CS8738;17-ago-11;49
CS8153;12-sep-13;11
CS7715;16-ago-14;57
CS8869;17-feb-15;60
CS7582;6-ago-11;45
CS8812;25-dic-12;79
CS8554;4-jun-11;45
CS7404;27-may-12;14
CS8954;27-feb-14;14
CS8441;4-jun-11;68
CS7596;24-sep-12;28
CS7197;5-sep-13;59
CS8886;11-jul-12;48
CS8579;5-jul-12;78
CS8585;3-ago-12;63
CS7591;3-feb-13;44
CS7908;20-mar-12;36
CS7583;7-jul-11;55
CS7623;14-feb-15;68
CS8306;18-feb-14;19
CS8220;19-abr-13;56
CS8657;23-ago-13;64
CS7962;13-may-14;41
CS8017;16-sep-12;18
CS7687;16-nov-11;26
CS7276;9-feb-15;65
CS8912;25-dic-13;25
CS8372;7-abr-13;27
CS7388;22-oct-13;25
CS8662;27-feb-15;69
CS8322;5-mar-13;27
CS8294;26-dic-12;67
CS7992;1-jul-13;24
CS8984;25-feb-13;35
CS7465;17-ago-12;44
CS7750;4-jul-14;50
CS7280;23-ago-13;26
CS8067;19-jul-11;54
CS8691;13-mar-12;68
CS8857;16-ene-14;68
CS7397;5-oct-11;33
CS7577;14-jun-11;24
CS8201;9-sep-12;35
CS8510;11-mar-14;59
CS8565;2-feb-14;47
CS7471;9-oct-12;75
CS8893;10-ene-14;24
CS8334;30-dic-14;34
CS8648;21-feb-14;13
CS7430;3-sep-13;35
CS8810;22-dic-13;54
CS8469;6-sep-11;11
CS7196;14-nov-13;46
CS8361;15-sep-13;23
CS7499;12-jun-13;56
CS7705;12-ago-12;39
CS8931;21-ago-11;77
CS7637;20-oct-14;25
CS7713;18-sep-13;70
CS7906;18-ene-13;11
CS7316;17-may-11;60
CS7839;6-oct-13;66
CS9000;23-may-12;77
CS8148;1-ene-15;47
CS7555;7-jul-12;63
CS7345;13-oct-12;11
CS7970;12-mar-15;55
CS7322;18-abr-12;23
CS7570;12-ago-13;45
CS7923;11-ene-14;75
CS7570;4-feb-12;21
CS8559;19-ago-11;79
CS8951;8-ago-11;41
CS7802;16-jul-13;35
CS7422;15-feb-13;49
CS7700;10-dic-11;73
CS7684;16-feb-12;59
CS8034;27-jul-11;19
CS8375;6-feb-14;20
CS7871;4-jun-12;39
CS8421;2-may-14;38
CS7164;27-feb-15;10
CS8096;10-jun-11;37
CS7630;8-ago-11;44
CS8842;12-feb-12;74
CS8397;19-mar-12;60
CS7284;25-jul-14;31
CS8341;28-sep-14;20
CS7268;8-dic-11;44
CS8755;12-ene-15;70
CS8469;27-oct-13;75
CS7916;5-nov-13;74
CS8546;23-mar-14;14
CS7527;13-ene-15;72
CS8323;30-sep-11;18
CS8163;21-mar-12;61
CS8806;5-feb-13;41
CS7879;21-oct-13;40
CS8375;9-mar-13;30
CS7347;5-abr-13;48
CS8821;18-sep-14;44
CS8605;10-feb-14;18
CS7738;23-jul-13;10
CS7410;16-ene-15;51
CS7975;21-feb-14;24
CS8956;1-abr-13;54
CS8889;14-ene-12;58
CS8332;4-ago-11;11
CS7755;30-jul-14;29
CS7305;20-sep-14;18
CS7266;11-sep-14;24
CS8840;9-ene-14;35
CS8125;1-nov-14;69
CS7294;20-abr-14;39
CS7423;1-may-13;62
CS8052;6-sep-11;32
CS7866;12-abr-13;74
CS7367;16-ene-13;32
CS8280;22-jun-13;35
CS7246;20-nov-11;69
CS7572;10-feb-15;27
CS8974;2-abr-14;48
CS7590;24-may-12;69
CS7623;6-feb-12;61
CS7759;5-mar-14;52
CS7280;15-may-14;55
CS7392;1-abr-12;58
CS7554;13-mar-13;42
CS7577;6-ene-13;12
CS7754;18-abr-12;50
CS7289;20-oct-14;54
CS7854;23-jul-14;41
CS7841;11-may-12;19
CS7691;23-jul-14;29
CS8565;8-oct-11;26
CS7811;3-may-12;42
CS7662;25-abr-13;63
CS7291;11-ene-15;54
CS7999;27-ago-13;30
CS8301;18-sep-13;21
CS7335;2-may-13;40
CS7624;20-oct-12;65
CS7888;17-oct-11;22
CS7536;28-sep-14;75
CS7499;20-mar-13;37
CS7999;29-may-14;34
CS7421;27-ene-12;75
CS7760;6-mar-12;31
CS7604;23-oct-12;56
CS8380;13-jul-11;74
CS8878;6-jul-12;46
CS7211;21-jul-13;39
CS8003;9-nov-12;11
CS8341;16-sep-14;26
CS8716;16-nov-14;11
CS7709;4-sep-12;12
CS8688;20-sep-12;19
CS8871;18-jun-13;25
CS7828;19-feb-13;28
CS8735;16-ago-12;15
CS7169;17-jul-13;16
CS7652;5-mar-13;64
CS8015;15-dic-11;37
CS7838;5-feb-13;50
CS8255;17-feb-12;51
CS8386;18-abr-14;20
CS8786;4-mar-13;65
CS8384;10-jul-12;32
CS7734;2-feb-14;55
CS8637;18-dic-13;52
CS8998;16-nov-12;66
CS7719;1-mar-12;17
CS7846;26-may-14;76
CS8291;13-mar-15;17
CS8903;23-jul-12;50
CS8009;15-mar-14;62
CS7681;27-may-11;26
CS8822;6-dic-14;51
CS7895;30-oct-12;58
CS8179;10-mar-13;37
CS8536;3-ago-14;66
CS8430;26-sep-11;14
CS7587;25-oct-11;35
CS8346;17-nov-13;69
CS8643;6-jul-13;75
CS7885;20-oct-11;76
CS7117;4-feb-14;57
CS7937;3-feb-13;72
CS8839;14-oct-11;14
CS8879;28-abr-14;17
CS7151;16-ago-14;27
CS8545;3-sep-11;69
CS8113;28-ene-13;79
CS9000;1-oct-13;71
CS7240;1-dic-12;37
CS8406;29-ago-13;71
CS8047;1-may-14;47
CS7933;22-oct-14;77
CS7727;12-sep-11;72
CS8839;31-ago-14;78
CS7146;3-sep-12;33
CS8540;28-jun-14;34
CS8250;28-ago-13;52
CS7882;23-jul-14;25
CS7659;30-may-12;12
CS7584;14-abr-12;59
CS7461;26-jul-13;66
CS8568;28-jun-13;55
CS8135;24-ene-12;32
CS8433;15-jul-12;47
CS7628;12-jun-11;56
CS8958;16-oct-11;54
CS8255;24-nov-13;37
CS7418;31-jul-12;66
CS8771;29-jul-11;57
CS8854;2-abr-14;20
CS7668;24-jun-12;27
CS7814;9-may-14;76
CS8793;14-feb-14;56
CS7877;6-ago-11;24
CS7915;8-ago-14;13
CS7462;22-feb-13;50
CS7943;11-oct-13;74
CS8793;17-feb-13;63
CS7733;16-dic-11;53
CS8485;28-mar-14;52
CS8794;11-nov-14;26
CS7136;21-mar-14;73
CS7302;2-abr-14;11
CS8599;4-ene-15;16
CS8692;8-oct-11;27
CS8518;24-mar-14;14
CS8975;9-dic-13;77
CS8100;12-oct-13;56
CS8614;25-sep-14;57
CS8679;27-sep-14;44
CS7774;15-ago-12;37
CS8430;12-sep-12;10
CS8398;8-feb-14;64
CS8136;3-jul-12;18
CS7217;19-mar-12;53
CS8217;11-abr-13;27
CS7782;13-may-13;53
CS8915;17-ago-12;75
CS8872;15-mar-15;60
CS7619;12-sep-12;11
CS8634;26-oct-14;14
CS7539;22-jun-14;67
CS8181;31-ago-11;54
CS8330;4-ago-12;31
CS7992;21-dic-14;26
CS8873;11-ene-12;27
CS8484;26-oct-12;48
CS8546;8-feb-15;57
CS8296;26-jul-13;52
CS7643;10-sep-12;72
CS8895;20-may-12;62
CS7810;19-ene-12;37
CS7835;30-dic-14;26
CS7729;21-mar-12;17
CS8527;12-may-12;14
CS7770;31-jul-14;21
CS7581;1-dic-13;36
CS8094;22-mar-13;36
CS7370;8-dic-13;11
CS7930;12-ago-12;47
CS7362;6-mar-13;68
CS7990;7-oct-11;68
CS8897;16-may-11;39
CS7608;26-ene-15;22
CS8384;23-sep-14;15
CS8751;27-ene-15;35
CS8111;31-mar-13;32
CS8193;14-jun-13;40
CS8246;25-ene-14;55
CS8162;18-may-13;73
CS8989;23-ene-14;65
CS7629;12-jul-13;73
CS7694;19-abr-13;15
CS8012;19-ene-13;73
CS7959;23-ene-13;56
CS8032;26-dic-13;61
CS8726;7-dic-12;48
CS7558;13-sep-14;30
CS7287;5-sep-12;57
CS8566;14-ago-12;57
CS7131;24-ago-11;54
CS7177;2-jul-13;70
CS8348;26-jun-11;74
CS8519;9-jun-11;45
CS7546;16-jul-12;78
CS8018;26-sep-12;47
CS7760;2-ene-15;31
CS8437;15-sep-13;67
CS7371;27-jun-14;72
CS7640;13-feb-14;31
CS8311;5-ago-13;14
CS7903;27-sep-11;68
CS8627;10-sep-12;55
CS7801;9-ene-13;57
CS7142;16-ago-13;74
CS8085;17-jun-13;33
CS7676;1-dic-13;78
CS7619;9-feb-13;29
CS7704;1-feb-12;25
CS7618;6-sep-11;68
CS7889;19-dic-13;16
CS7993;12-jul-11;16
CS7461;18-dic-13;29
CS8545;3-sep-11;57
CS7703;1-oct-13;37
CS7775;21-ene-14;51
CS7965;17-ago-11;26
CS8182;28-ago-14;22
CS8083;9-ago-11;23
CS8223;4-dic-12;34
CS7891;21-nov-11;72
CS8505;19-nov-11;69
CS7163;31-ene-14;53
CS7925;30-jul-13;67
CS7999;22-ago-12;46
CS7909;27-feb-14;52
CS7181;5-ago-11;31
CS8518;13-sep-14;44
CS7638;27-jul-12;78
CS7368;14-ene-15;62
CS7637;15-ene-13;66
CS7363;16-jul-14;10
CS8924;21-oct-11;50
CS8803;24-oct-12;11
CS8316;10-nov-14;45
CS8695;16-nov-13;38
CS7245;7-mar-14;13
CS8733;1-ene-13;56
CS8161;28-dic-13;75
CS7605;23-nov-11;20
CS7783;14-sep-12;47
CS7773;28-nov-12;40
CS7945;30-mar-12;51
CS7996;19-mar-13;67
CS7945;19-abr-12;42
CS8190;12-dic-13;40
CS8699;6-mar-14;65
CS7204;10-abr-13;47
CS7343;6-jul-13;52
CS7394;3-ago-11;76
CS7615;22-jun-14;10
CS8979;11-ago-11;37
CS8618;28-feb-14;38
CS8886;15-oct-11;30
CS8079;14-ago-13;66
CS7186;22-feb-13;73
CS8822;24-mar-14;56
CS7979;11-oct-13;59
CS7405;25-feb-15;44
CS7185;2-jun-13;28
CS7260;5-dic-13;73
CS8179;10-jun-14;34
CS7185;5-mar-15;18
CS7313;3-mar-12;59
CS7443;2-may-14;37
CS8517;20-ene-14;72
CS7248;3-sep-12;69
CS7530;10-feb-13;27
CS8149;11-ago-13;12
CS8831;10-mar-12;25
CS8803;9-nov-14;12
CS7435;15-ago-14;58
CS8924;29-jul-14;39
CS8638;3-mar-15;71
CS7760;10-oct-14;53
CS8368;15-jul-13;50
CS8119;17-ene-12;73
CS7738;9-feb-15;68
CS7542;7-feb-13;15
CS8820;13-ene-12;20
CS8697;20-abr-13;42
CS7393;3-abr-14;45
CS8457;4-oct-13;63
CS7313;30-nov-11;78
CS7241;20-ago-12;36
CS8317;29-jun-13;19
CS7688;26-jul-13;38
CS8816;20-ene-12;33
CS8534;30-jun-12;49
CS8656;23-jun-12;53
CS8635;7-nov-11;77
CS7391;30-ago-13;44
CS7533;22-abr-12;36
CS8035;3-nov-14;68
CS7533;1-feb-15;55
CS8005;17-dic-14;25
CS7908;26-ene-12;24
CS7468;31-mar-13;38
CS7132;5-feb-12;75
CS7710;19-jul-12;29
CS7731;27-abr-12;25
CS7405;21-oct-14;65
CS8337;11-mar-15;20
CS8278;4-jul-14;15
CS8104;2-sep-13;59
CS7986;12-abr-14;76
CS7678;30-sep-14;17
CS8331;8-ene-14;20
CS7458;2-oct-14;44
CS7406;25-mar-14;75
CS7689;18-dic-13;47
CS8603;13-nov-14;13
CS8371;30-may-11;50
CS7923;8-ago-11;22
CS8680;29-ago-14;28
CS8707;30-ene-15;55
CS8030;4-jun-13;45
CS8506;20-jul-12;39
CS8471;7-mar-13;76
CS7199;29-oct-13;51
CS7624;3-abr-13;54
CS8893;7-jun-11;66
CS8165;16-dic-12;16
